block,total_hr,ID_NCBA_BLOCK,ID_BLOCK_CODE,PRIORITY_BLOCK
GADDYSVILLE-CE,0.0,GADDYSVILLE-CE,34079D2CE,0
GADDYSVILLE-NW,9.3,GADDYSVILLE-NW,34079D2NW,1
GADDYSVILLE-SE,0.0,GADDYSVILLE-SE,34079D2SE,0
GALATIA-CE,0.1,GALATIA-CE,36077D3CE,0
GALATIA-CW,0.0,GALATIA-CW,36077D3CW,0
GARDNERVILLE-CE,1.2,GARDNERVILLE-CE,35077D3CE,0
GARDNERVILLE-CW,85.4,GARDNERVILLE-CW,35077D3CW,0
GARDNERVILLE-NE,0.0,GARDNERVILLE-NE,35077D3NE,0
GARDNERVILLE-NW,2.0,GARDNERVILLE-NW,35077D3NW,0
GARDNERVILLE-SE,70.6,GARDNERVILLE-SE,35077D3SE,1
GARDNERVILLE-SW,0.6,GARDNERVILLE-SW,35077D3SW,0
GARLAND-SE,2.6,GARLAND-SE,34078G4SE,1
GARNER-CE,2.2,GARNER-CE,35078F5CE,0
GARNER-CW,5.2,GARNER-CW,35078F5CW,0
GARNER-NE,4.2,GARNER-NE,35078F5NE,0
GARNER-NW,10.8,GARNER-NW,35078F5NW,0
GARNER-SE,3.3,GARNER-SE,35078F5SE,1
GARNER-SW,0.6,GARNER-SW,35078F5SW,0
GASBURG-SE,5.1,GASBURG-SE,36077E8SE,1
GASBURG-SW,19.6,GASBURG-SW,36077E8SW,0
GASTONIA_NORTH-CE,0.9,GASTONIA_NORTH-CE,35081C2CE,0
GASTONIA_NORTH-CW,120.1,GASTONIA_NORTH-CW,35081C2CW,0
GASTONIA_NORTH-NE,0.8,GASTONIA_NORTH-NE,35081C2NE,0
GASTONIA_NORTH-NW,0.0,GASTONIA_NORTH-NW,35081C2NW,0
GASTONIA_NORTH-SE,9.6,GASTONIA_NORTH-SE,35081C2SE,1
GASTONIA_NORTH-SW,2.1,GASTONIA_NORTH-SW,35081C2SW,0
GASTONIA_SOUTH-CE,14.7,GASTONIA_SOUTH-CE,35081B2CE,0
GASTONIA_SOUTH-CW,2.7,GASTONIA_SOUTH-CW,35081B2CW,1
GASTONIA_SOUTH-NE,109.5,GASTONIA_SOUTH-NE,35081B2NE,0
GASTONIA_SOUTH-NW,3.2,GASTONIA_SOUTH-NW,35081B2NW,0
GATES-CE,0.0,GATES-CE,o36076E7CE,0
GATES-CW,1.3,GATES-CW,o36076E7CW,0
GATESVILLE-CE,0.0,GATESVILLE-CE,36076D7CE,0
GATESVILLE-CW,0.0,GATESVILLE-CW,36076D7CW,0
GATESVILLE-NE,0.1,GATESVILLE-NE,36076D7NE,0
BADIN-SE,12.7,GATESVILLE-NW,36076D7NW,1
GATESVILLE-SE,3.4,GATESVILLE-SE,36076D7SE,1
GATESVILLE-SW,0.0,GATESVILLE-SW,36076D7SW,0
GHIO-CW,0.0,GHIO-CW,34079G6CW,0
GHIO-NE,0.0,GHIO-NE,34079G6NE,0
GHIO-NW,0.2,GHIO-NW,34079G6NW,1
GIBSON-CE,0.4,GIBSON-CE,34079G5CE,0
GIBSON-CW,0.0,GIBSON-CW,34079G5CW,0
GIBSON-NW,0.0,GIBSON-NW,34079G5NW,0
GIBSON-SE,0.0,GIBSON-SE,34079G5SE,1
GIBSON-SW,0.0,GIBSON-SW,34079G5SW,0
GIBSONVILLE-CE,25.8,GIBSONVILLE-CE,36079A5CE,0
GIBSONVILLE-CW,7.2,GIBSONVILLE-CW,36079A5CW,0
GIBSONVILLE-NE,21.8,GIBSONVILLE-NE,36079A5NE,0
GIBSONVILLE-NW,0.1,GIBSONVILLE-NW,36079A5NW,0
GIBSONVILLE-SE,3.5,GIBSONVILLE-SE,36079A5SE,1
GIBSONVILLE-SW,0.0,GIBSONVILLE-SW,36079A5SW,0
GILREATH-NW,0.6,GILREATH-NW,36081A1NW,0
GILREATH-SE,2.7,GILREATH-SE,36081A1SE,1
BADIN-SW,77.6,GILREATH-SW,36081A1SW,0
GLADE_VALLEY-CE,5.3,GLADE_VALLEY-CE,36081D1CE,0
GLADE_VALLEY-CW,117.5,GLADE_VALLEY-CW,36081D1CW,0
GLADE_VALLEY-NE,3.0,GLADE_VALLEY-NE,36081D1NE,0
GLADE_VALLEY-NW,2.3,GLADE_VALLEY-NW,36081D1NW,0
GLADE_VALLEY-SE,21.1,GLADE_VALLEY-SE,36081D1SE,1
GLADE_VALLEY-SW,48.5,GLADE_VALLEY-SW,36081D1SW,0
GLEN_ALPINE-CE,9.5,GLEN_ALPINE-CE,35081F7CE,0
GLEN_ALPINE-CW,1.0,GLEN_ALPINE-CW,35081F7CW,0
GLEN_ALPINE-NE,0.1,GLEN_ALPINE-NE,35081F7NE,0
GLEN_ALPINE-NW,3.5,GLEN_ALPINE-NW,35081F7NW,0
GLEN_ALPINE-SE,17.2,GLEN_ALPINE-SE,35081F7SE,1
GLEN_ALPINE-SW,0.0,GLEN_ALPINE-SW,35081F7SW,0
GLENDALE_SPRINGS-CE,3.5,GLENDALE_SPRINGS-CE,36081C4CE,0
GLENDALE_SPRINGS-CW,1.7,GLENDALE_SPRINGS-CW,36081C4CW,0
GLENDALE_SPRINGS-NE,12.2,GLENDALE_SPRINGS-NE,36081C4NE,0
GLENDALE_SPRINGS-NW,1.7,GLENDALE_SPRINGS-NW,36081C4NW,0
GLENDALE_SPRINGS-SE,27.9,GLENDALE_SPRINGS-SE,36081C4SE,1
GLENDALE_SPRINGS-SW,36.8,GLENDALE_SPRINGS-SW,36081C4SW,0
GLENOLA-CE,0.0,GLENOLA-CE,35079G8CE,0
GLENOLA-NE,7.4,GLENOLA-NE,35079G8NE,0
BAILEY-CE,0.0,GLENOLA-SE,35079G8SE,0
GLENVILLE-CE,12.4,GLENVILLE-CE,35083B2CE,0
GLENVILLE-CW,24.1,GLENVILLE-CW,35083B2CW,0
GLENVILLE-NE,0.9,GLENVILLE-NE,35083B2NE,0
GLENVILLE-NW,2.6,GLENVILLE-NW,35083B2NW,0
GLENVILLE-SE,94.5,GLENVILLE-SE,35083B2SE,1
GLENVILLE-SW,30.5,GLENVILLE-SW,35083B2SW,0
GLENWOOD-CE,2.3,GLENWOOD-CE,35081E8CE,0
BAILEY-SE,6.3,GLENWOOD-NW,35081E8NW,1
GLENWOOD-SE,2.4,GLENWOOD-SE,35081E8SE,1
GLENWOOD-SW,0.1,GLENWOOD-SW,35081E8SW,0
GLOBE-CW,0.5,GLOBE-CW,36081A6CW,0
GLOBE-NE,11.6,GLOBE-NE,36081A6NE,0
GLOBE-NW,29.0,GLOBE-NW,36081A6NW,0
BAILEY-SW,0.0,GLOBE-SE,36081A6SE,0
GLOBE-SW,1.3,GLOBE-SW,36081A6SW,0
GOLD_HILL-CE,0.4,GOLD_HILL-CE,35080E3CE,0
GOLD_HILL-CW,0.0,GOLD_HILL-CW,35080E3CW,0
GOLD_HILL-NE,49.5,GOLD_HILL-NE,35080E3NE,0
BAKERS-CE,0.0,GOLD_HILL-NW,35080E3NW,0
GOLD_HILL-SE,0.2,GOLD_HILL-SE,35080E3SE,1
GOLD_HILL-SW,0.4,GOLD_HILL-SW,35080E3SW,0
GOLD_SAND-CE,0.1,GOLD_SAND-CE,36078B2CE,0
GOLD_SAND-NE,0.0,GOLD_SAND-NE,36078B2NE,0
GOLD_SAND-SE,0.0,GOLD_SAND-SE,36078B2SE,1
BAKERS-CW,13.5,GOLD_SAND-SW,36078B2SW,0
GOLDSTON-CE,0.2,GOLDSTON-CE,35079E3CE,0
GOLDSTON-NE,0.2,GOLDSTON-NE,35079E3NE,0
GOLDSTON-NW,0.4,GOLDSTON-NW,35079E3NW,0
GOLDSTON-SW,3.7,GOLDSTON-SW,35079E3SW,0
GORETOWN-NE,0.7,GORETOWN-NE,34078A7NE,1
GRANDFATHER_MOUNTAIN-CE,0.0,GRANDFATHER_MOUNTAIN-CE,36081A7CE,0
GRANDFATHER_MOUNTAIN-CW,47.1,GRANDFATHER_MOUNTAIN-CW,36081A7CW,0
GRANDFATHER_MOUNTAIN-NE,64.3,GRANDFATHER_MOUNTAIN-NE,36081A7NE,0
GRANDFATHER_MOUNTAIN-NW,533.3,GRANDFATHER_MOUNTAIN-NW,36081A7NW,0
GRANDFATHER_MOUNTAIN-SE,9.3,GRANDFATHER_MOUNTAIN-SE,36081A7SE,1
GRANDFATHER_MOUNTAIN-SW,16.8,GRANDFATHER_MOUNTAIN-SW,36081A7SW,0
GRANDIN-CE,0.2,GRANDIN-CE,36081A4CE,0
GRANITE_FALLS-CE,50.9,GRANITE_FALLS-CE,35081G4CE,0
GRANITE_FALLS-CW,0.6,GRANITE_FALLS-CW,35081G4CW,0
GRANITE_FALLS-NE,0.5,GRANITE_FALLS-NE,35081G4NE,0
GRANITE_FALLS-NW,2.0,GRANITE_FALLS-NW,35081G4NW,0
GRANITE_FALLS-SE,3.0,GRANITE_FALLS-SE,35081G4SE,1
GRANITE_FALLS-SW,29.7,GRANITE_FALLS-SW,35081G4SW,0
GRANTHAM-CE,8.6,GRANTHAM-CE,35078C2CE,0
BAKERS-NE,0.0,GRANTHAM-CW,35078C2CW,0
GRANTHAM-NE,2.0,GRANTHAM-NE,35078C2NE,0
GRANTHAM-NW,25.7,GRANTHAM-NW,35078C2NW,0
GRASSY_CREEK-CE,1.3,GRASSY_CREEK-CE,o36081E4CE,0
BAKERS-NW,1.9,GRASSY_CREEK-CW,o36081E4CW,0
GRASSY_CREEK-SE,33.3,GRASSY_CREEK-SE,36081E4SE,1
GRASSY_CREEK-SW,0.0,GRASSY_CREEK-SW,36081E4SW,0
GRAYS_CHAPEL-CE,0.4,GRAYS_CHAPEL-CE,35079G6CE,0
GRAYS_CHAPEL-NE,0.3,GRAYS_CHAPEL-NE,35079G6NE,0
GRAYS_CHAPEL-NW,0.9,GRAYS_CHAPEL-NW,35079G6NW,0
GRAYSON-CE,34.2,GRAYSON-CE,36081E6CE,0
GRAYSON-SE,5.5,GRAYSON-SE,36081E6SE,1
GRAYSON-SW,0.0,GRAYSON-SW,36081E6SW,0
GREAT_ISLAND-CE,0.3,GREAT_ISLAND-CE,35076C3CE,0
GREAT_ISLAND-CW,0.1,GREAT_ISLAND-CW,35076C3CW,0
GREAT_ISLAND-NW,0.8,GREAT_ISLAND-NW,35076C3NW,1
GREAT_ISLAND-SE,0.4,GREAT_ISLAND-SE,35076C3SE,0
GREEN_ISLAND-CE,88.4,GREEN_ISLAND-CE,35075B7CE,1
GREEN_ISLAND-CW,1.6,GREEN_ISLAND-CW,35075B7CW,0
GREEN_ISLAND-NE,2.9,GREEN_ISLAND-NE,35075B7NE,0
GREEN_ISLAND-SW,84.6,GREEN_ISLAND-SW,35075B7SW,0
GREEN_LEVEL-CE,54.3,GREEN_LEVEL-CE,35078G8CE,0
GREEN_LEVEL-CW,27.0,GREEN_LEVEL-CW,35078G8CW,0
GREEN_LEVEL-NE,305.4,GREEN_LEVEL-NE,35078G8NE,0
GREEN_LEVEL-NW,258.9,GREEN_LEVEL-NW,35078G8NW,0
GREEN_LEVEL-SE,279.3,GREEN_LEVEL-SE,35078G8SE,1
GREEN_LEVEL-SW,23.5,GREEN_LEVEL-SW,35078G8SW,0
GREENS_CREEK-CE,0.0,GREENS_CREEK-CE,35083C3CE,0
GREENS_CREEK-CW,6.2,GREENS_CREEK-CW,35083C3CW,0
GREENS_CREEK-NE,5.8,GREENS_CREEK-NE,35083C3NE,0
BAKERS-SE,21.4,GREENS_CREEK-NW,35083C3NW,1
GREENS_CREEK-SE,4.1,GREENS_CREEK-SE,35083C3SE,1
GREENS_CREEK-SW,0.0,GREENS_CREEK-SW,35083C3SW,0
GREENSBORO-CE,42.3,GREENSBORO-CE,36079A7CE,0
GREENSBORO-CW,30.0,GREENSBORO-CW,36079A7CW,0
GREENSBORO-NE,122.6,GREENSBORO-NE,36079A7NE,0
GREENSBORO-NW,364.0,GREENSBORO-NW,36079A7NW,0
GREENSBORO-SE,2.6,GREENSBORO-SE,36079A7SE,1
GREENSBORO-SW,2.8,GREENSBORO-SW,36079A7SW,0
GREENVILLE_NE-CE,0.0,GREENVILLE_NE-CE,35077F3CE,0
GREENVILLE_NE-CW,0.8,GREENVILLE_NE-CW,35077F3CW,0
GREENVILLE_NE-NE,0.0,GREENVILLE_NE-NE,35077F3NE,0
BAKERS-SW,4.1,GREENVILLE_NE-NW,35077F3NW,0
GREENVILLE_NE-SE,3.1,GREENVILLE_NE-SE,35077F3SE,1
GREENVILLE_NE-SW,196.7,GREENVILLE_NE-SW,35077F3SW,0
GREENVILLE_NW-CE,0.8,GREENVILLE_NW-CE,35077F4CE,0
GREENVILLE_NW-CW,0.2,GREENVILLE_NW-CW,35077F4CW,0
GREENVILLE_NW-SE,0.9,GREENVILLE_NW-SE,35077F4SE,1
GREENVILLE_NW-SW,0.0,GREENVILLE_NW-SW,35077F4SW,0
GREENVILLE_SE-CE,4.0,GREENVILLE_SE-CE,35077E3CE,0
GREENVILLE_SE-CW,20.9,GREENVILLE_SE-CW,35077E3CW,0
GREENVILLE_SE-NE,79.3,GREENVILLE_SE-NE,35077E3NE,0
GREENVILLE_SE-NW,32.3,GREENVILLE_SE-NW,35077E3NW,0
GREENVILLE_SE-SW,6.0,GREENVILLE_SE-SW,35077E3SW,0
GREENVILLE_SW-CE,3.3,GREENVILLE_SW-CE,35077E4CE,0
GREENVILLE_SW-CW,0.4,GREENVILLE_SW-CW,35077E4CW,0
GREENVILLE_SW-NE,3.0,GREENVILLE_SW-NE,35077E4NE,0
GREENVILLE_SW-NW,0.0,GREENVILLE_SW-NW,35077E4NW,0
GREENVILLE_SW-SE,1.8,GREENVILLE_SW-SE,35077E4SE,1
GREENVILLE_SW-SW,0.0,GREENVILLE_SW-SW,35077E4SW,0
GREYSTONE-SE,0.5,GREYSTONE-SE,36082A6SE,1
GREYSTONE-SW,0.6,GREYSTONE-SW,36082A6SW,0
BAKERSVILLE-CE,0.0,GRIFTON-CW,35077C4CW,0
GRIFTON-NE,0.0,GRIFTON-NE,35077C4NE,0
GRIFTON-NW,2.3,GRIFTON-NW,35077C4NW,0
GRIFTON-SE,8.2,GRIFTON-SE,35077C4SE,1
GRIMESLAND-CE,1.8,GRIMESLAND-CE,35077E2CE,0
GRIMESLAND-CW,0.0,GRIMESLAND-CW,35077E2CW,0
GRIMESLAND-NE,0.0,GRIMESLAND-NE,35077E2NE,0
GRIMESLAND-NW,7.5,GRIMESLAND-NW,35077E2NW,0
GRIMESLAND-SE,6.4,GRIMESLAND-SE,35077E2SE,1
BAKERSVILLE-NE,16.6,GRIMESLAND-SW,35077E2SW,0
GRISSOM-CE,231.5,GRISSOM-CE,36078A5CE,0
GRISSOM-CW,1.5,GRISSOM-CW,36078A5CW,0
GRISSOM-NE,0.0,GRISSOM-NE,36078A5NE,0
GRISSOM-NW,125.7,GRISSOM-NW,36078A5NW,0
GRISSOM-SE,44.3,GRISSOM-SE,36078A5SE,1
GRISSOM-SW,0.3,GRISSOM-SW,36078A5SW,0
GROVER-CE,2.1,GROVER-CE,35081B4CE,0
GROVER-CW,1.4,GROVER-CW,35081B4CW,1
GROVER-NE,0.1,GROVER-NE,35081B4NE,0
GROVER-NW,0.0,GROVER-NW,35081B4NW,0
GUILFORD-CE,4.4,GUILFORD-CE,36079A8CE,0
GUILFORD-CW,69.7,GUILFORD-CW,36079A8CW,0
GUILFORD-NE,228.7,GUILFORD-NE,36079A8NE,0
GUILFORD-NW,6.3,GUILFORD-NW,36079A8NW,0
GUILFORD-SE,14.4,GUILFORD-SE,36079A8SE,1
GUILFORD-SW,253.7,GUILFORD-SW,36079A8SW,0
GULL_ISLAND-NE,0.0,GULL_ISLAND-NE,35075D5NE,0
HACKNEY-CE,1.0,HACKNEY-CE,35077D1CE,0
HACKNEY-CW,0.0,HACKNEY-CW,35077D1CW,0
HACKNEY-NE,3.2,HACKNEY-NE,35077D1NE,0
HACKNEY-NW,1.1,HACKNEY-NW,35077D1NW,0
HACKNEY-SE,1.1,HACKNEY-SE,35077D1SE,1
HADNOT_CREEK-CW,0.5,HADNOT_CREEK-CW,34077G1CW,0
HADNOT_CREEK-NE,3.8,HADNOT_CREEK-NE,34077G1NE,0
HADNOT_CREEK-NW,0.0,HADNOT_CREEK-NW,34077G1NW,0
HADNOT_CREEK-SE,2.8,HADNOT_CREEK-SE,34077G1SE,1
HADNOT_CREEK-SW,9.6,HADNOT_CREEK-SW,34077G1SW,0
HALIFAX-CW,0.2,HALIFAX-CW,36077C5CW,0
HALIFAX-NE,0.0,HALIFAX-NE,36077C5NE,0
HALIFAX-NW,0.2,HALIFAX-NW,36077C5NW,0
HALIFAX-SE,0.0,HALIFAX-SE,36077C5SE,1
HAMILTON-NE,0.1,HAMILTON-NE,35077H2NE,0
HAMILTON-SE,2.9,HAMILTON-SE,35077H2SE,1
HAMLET-CW,4.3,HAMLET-CW,34079H6CW,0
HAMLET-NW,0.2,HAMLET-NW,34079H6NW,0
HAMLET-SW,0.6,HAMLET-SW,34079H6SW,0
HAMPSTEAD_OE_E-NW,1.1,HAMPSTEAD_OE_E-NW,34077C5NW,1
HAMPSTEAD-CE,11.8,HAMPSTEAD-CE,34077C6CE,0
HAMPSTEAD-CW,20.6,HAMPSTEAD-CW,34077C6CW,1
HAMPSTEAD-NE,78.3,HAMPSTEAD-NE,34077C6NE,0
HAMPSTEAD-NW,107.2,HAMPSTEAD-NW,34077C6NW,0
HAMPSTEAD-SW,7.4,HAMPSTEAD-SW,34077C6SW,0
HANDY-CE,0.0,HANDY-CE,35080E1CE,0
HANDY-CW,0.0,HANDY-CW,35080E1CW,0
HANDY-NE,0.0,HANDY-NE,35080E1NE,0
HANDY-NW,0.0,HANDY-NW,35080E1NW,0
HANDY-SE,0.0,HANDY-SE,35080E1SE,1
HANDY-SW,2.4,HANDY-SW,35080E1SW,0
HANGING_ROCK-CE,8.8,HANGING_ROCK-CE,36080D3CE,0
HANGING_ROCK-NE,0.1,HANGING_ROCK-NE,36080D3NE,0
HANGING_ROCK-SE,106.6,HANGING_ROCK-SE,36080D3SE,1
HANGING_ROCK-SW,0.3,HANGING_ROCK-SW,36080D3SW,0
HARKERS_ISLAND-CE,42.3,HARKERS_ISLAND-CE,34076F5CE,0
HARKERS_ISLAND-CW,2.7,HARKERS_ISLAND-CW,34076F5CW,0
HARKERS_ISLAND-NE,22.2,HARKERS_ISLAND-NE,34076F5NE,0
HARKERS_ISLAND-NW,0.9,HARKERS_ISLAND-NW,34076F5NW,0
HARKERS_ISLAND-SE,103.8,HARKERS_ISLAND-SE,34076F5SE,1
HARMONY-CW,0.1,HARMONY-CW,35080H7CW,0
HARMONY-NW,0.1,HARMONY-NW,35080H7NW,0
HARMONY-SE,0.0,HARMONY-SE,35080H7SE,1
HARMONY-SW,5.4,HARMONY-SW,35080H7SW,0
HARRELLS-CW,0.0,HARRELLS-CW,34078F2CW,0
BAKERSVILLE-NW,0.6,HARRELLS-NW,34078F2NW,0
HARRELLS-SE,1.0,HARRELLS-SE,34078F2SE,1
HARRELLS-SW,0.0,HARRELLS-SW,34078F2SW,0
HARRELLSVILLE-NE,6.8,HARRELLSVILLE-NE,36076C7NE,0
HARRISBURG-CE,4.6,HARRISBURG-CE,35080C6CE,0
HARRISBURG-CW,30.6,HARRISBURG-CW,35080C6CW,0
HARRISBURG-NE,8.9,HARRISBURG-NE,35080C6NE,0
HARRISBURG-NW,29.5,HARRISBURG-NW,35080C6NW,0
HARRISBURG-SE,5.9,HARRISBURG-SE,35080C6SE,1
HARRISBURG-SW,76.5,HARRISBURG-SW,35080C6SW,0
HARRISVILLE-CW,0.1,HARRISVILLE-CW,35079B7CW,0
HARRISVILLE-NE,0.3,HARRISVILLE-NE,35079B7NE,0
HARRISVILLE-NW,0.8,HARRISVILLE-NW,35079B7NW,0
HARRISVILLE-SE,1.3,HARRISVILLE-SE,35079B7SE,1
HARRISVILLE-SW,0.0,HARRISVILLE-SW,35079B7SW,0
HARTFORD-SE,0.0,HARTFORD-SE,35083G2SE,0
HARTSEASE-CE,3.0,HARTSEASE-CE,35077H6CE,0
HARTSEASE-CW,0.7,HARTSEASE-CW,35077H6CW,0
HARTSEASE-NW,56.0,HARTSEASE-NW,35077H6NW,0
HARTSEASE-SE,0.0,HARTSEASE-SE,35077H6SE,1
HARTSEASE-SW,0.3,HARTSEASE-SW,35077H6SW,0
HARVEY_NECK-NE,0.1,HARVEY_NECK-NE,36076A3NE,0
HARVEY_NECK-NW,1.7,HARVEY_NECK-NW,36076A3NW,1
HATTERAS_OE_N-CE,11.1,HATTERAS_OE_N-CE,35075C6CE,1
HATTERAS-CW,184.9,HATTERAS-CW,35075B6CW,0
HATTERAS-NE,72.0,HATTERAS-NE,35075B6NE,0
HATTERAS-NW,63.9,HATTERAS-NW,35075B6NW,1
HAVELOCK-CE,0.0,HAVELOCK-CE,34076H8CE,0
HAVELOCK-CW,5.0,HAVELOCK-CW,34076H8CW,0
HAVELOCK-NE,16.9,HAVELOCK-NE,34076H8NE,0
HAVELOCK-NW,36.0,HAVELOCK-NW,34076H8NW,0
HAVELOCK-SE,7.2,HAVELOCK-SE,34076H8SE,1
HAVELOCK-SW,0.0,HAVELOCK-SW,34076H8SW,0
HAWS_RUN-CE,1.0,HAWS_RUN-CE,34077F5CE,0
HAWS_RUN-CW,0.0,HAWS_RUN-CW,34077F5CW,0
HAWS_RUN-NE,0.5,HAWS_RUN-NE,34077F5NE,0
BAKERSVILLE-SE,35.2,HAWS_RUN-NW,34077F5NW,1
HAWS_RUN-SW,0.3,HAWS_RUN-SW,34077F5SW,0
HAYESVILLE-CE,1.8,HAYESVILLE-CE,35083A7CE,0
HAYESVILLE-CW,9.6,HAYESVILLE-CW,35083A7CW,0
HAYESVILLE-NW,18.4,HAYESVILLE-NW,35083A7NW,0
HAYESVILLE-SE,89.2,HAYESVILLE-SE,35083A7SE,1
HAYESVILLE-SW,28.0,HAYESVILLE-SW,35083A7SW,0
HAZELWOOD-CE,8.1,HAZELWOOD-CE,35083D1CE,0
HAZELWOOD-CW,8.6,HAZELWOOD-CW,35083D1CW,0
HAZELWOOD-NE,29.3,HAZELWOOD-NE,35083D1NE,0
HAZELWOOD-NW,4.1,HAZELWOOD-NW,35083D1NW,0
HAZELWOOD-SE,35.6,HAZELWOOD-SE,35083D1SE,1
HAZELWOOD-SW,0.0,HAZELWOOD-SW,35083D1SW,0
HENDERSON-CE,6.5,HENDERSON-CE,36078C4CE,0
HENDERSON-CW,0.6,HENDERSON-CW,36078C4CW,0
HENDERSON-NE,0.3,HENDERSON-NE,36078C4NE,0
HENDERSON-NW,0.0,HENDERSON-NW,36078C4NW,0
BAKERSVILLE-SW,8.8,HENDERSON-SE,36078C4SE,0
HENDERSON-SW,0.1,HENDERSON-SW,36078C4SW,0
HENDERSONVILLE-CE,7.6,HENDERSONVILLE-CE,35082C4CE,0
HENDERSONVILLE-CW,973.6,HENDERSONVILLE-CW,35082C4CW,0
HENDERSONVILLE-NE,5.1,HENDERSONVILLE-NE,35082C4NE,0
HENDERSONVILLE-NW,79.9,HENDERSONVILLE-NW,35082C4NW,0
HENDERSONVILLE-SE,263.7,HENDERSONVILLE-SE,35082C4SE,1
HENDERSONVILLE-SW,71.7,HENDERSONVILLE-SW,35082C4SW,0
BALD_CREEK-CE,1.7,HERTFORD-CE,36076B4CE,0
HERTFORD-CW,5.6,HERTFORD-CW,36076B4CW,0
HERTFORD-NE,0.1,HERTFORD-NE,36076B4NE,0
HERTFORD-NW,0.0,HERTFORD-NW,36076B4NW,0
HERTFORD-SE,0.3,HERTFORD-SE,36076B4SE,1
HERTFORD-SW,0.1,HERTFORD-SW,36076B4SW,0
HEWITT-CE,3.9,HEWITT-CE,35083C6CE,0
HEWITT-NE,0.2,HEWITT-NE,35083C6NE,0
HEWITT-NW,51.6,HEWITT-NW,35083C6NW,0
HEWITT-SE,12.7,HEWITT-SE,35083C6SE,1
HEWITT-SW,8.5,HEWITT-SW,35083C6SW,0
HIAWASSEE-NE,0.5,HIAWASSEE-NE,34083H7NE,0
HIAWASSEE-NW,2.1,HIAWASSEE-NW,34083H7NW,0
HICKORY-CE,0.3,HICKORY-CE,35081F3CE,0
HICKORY-CW,16.2,HICKORY-CW,35081F3CW,0
HICKORY-NE,3.5,HICKORY-NE,35081F3NE,0
HICKORY-NW,3.1,HICKORY-NW,35081F3NW,0
BALD_CREEK-CW,1.6,HICKORY-SE,35081F3SE,0
HICKORY-SW,14.1,HICKORY-SW,35081F3SW,0
HIDDENITE-CE,1.1,HIDDENITE-CE,35081H1CE,0
HIDDENITE-CW,0.0,HIDDENITE-CW,35081H1CW,0
HIDDENITE-NE,0.8,HIDDENITE-NE,35081H1NE,0
HIDDENITE-NW,5.8,HIDDENITE-NW,35081H1NW,0
HIDDENITE-SW,0.0,HIDDENITE-SW,35081H1SW,0
HIGH_POINT_EAST-CE,0.1,HIGH_POINT_EAST-CE,35079H8CE,0
HIGH_POINT_EAST-CW,0.5,HIGH_POINT_EAST-CW,35079H8CW,0
HIGH_POINT_EAST-NE,3.5,HIGH_POINT_EAST-NE,35079H8NE,0
HIGH_POINT_EAST-NW,20.1,HIGH_POINT_EAST-NW,35079H8NW,0
HIGH_POINT_EAST-SE,0.0,HIGH_POINT_EAST-SE,35079H8SE,1
HIGH_POINT_EAST-SW,0.4,HIGH_POINT_EAST-SW,35079H8SW,0
HIGH_POINT_WEST-CE,8.4,HIGH_POINT_WEST-CE,35080H1CE,0
HIGH_POINT_WEST-CW,2.2,HIGH_POINT_WEST-CW,35080H1CW,0
HIGH_POINT_WEST-NE,5.9,HIGH_POINT_WEST-NE,35080H1NE,0
HIGH_POINT_WEST-NW,0.0,HIGH_POINT_WEST-NW,35080H1NW,0
HIGH_POINT_WEST-SE,0.0,HIGH_POINT_WEST-SE,35080H1SE,1
HIGH_POINT_WEST-SW,0.0,HIGH_POINT_WEST-SW,35080H1SW,0
HIGH_ROCK-CE,0.0,HIGH_ROCK-CE,35080E2CE,0
HIGH_ROCK-CW,10.4,HIGH_ROCK-CW,35080E2CW,0
HIGH_ROCK-NE,0.3,HIGH_ROCK-NE,35080E2NE,0
HIGH_ROCK-NW,12.0,HIGH_ROCK-NW,35080E2NW,0
HIGH_ROCK-SE,7.5,HIGH_ROCK-SE,35080E2SE,1
HIGH_ROCK-SW,9.1,HIGH_ROCK-SW,35080E2SW,0
HIGHLANDS-CE,28.7,HIGHLANDS-CE,35083A2CE,0
HIGHLANDS-CW,253.1,HIGHLANDS-CW,35083A2CW,0
HIGHLANDS-NE,39.6,HIGHLANDS-NE,35083A2NE,0
HIGHLANDS-NW,19.2,HIGHLANDS-NW,35083A2NW,0
HIGHLANDS-SE,11.8,HIGHLANDS-SE,35083A2SE,1
HIGHLANDS-SW,36.1,HIGHLANDS-SW,35083A2SW,0
HILLSBOROUGH-CE,177.7,HILLSBOROUGH-CE,36079A1CE,0
HILLSBOROUGH-CW,556.9,HILLSBOROUGH-CW,36079A1CW,0
HILLSBOROUGH-NE,143.7,HILLSBOROUGH-NE,36079A1NE,0
HILLSBOROUGH-NW,129.6,HILLSBOROUGH-NW,36079A1NW,0
HILLSBOROUGH-SE,2839.3,HILLSBOROUGH-SE,36079A1SE,1
HILLSBOROUGH-SW,70.7,HILLSBOROUGH-SW,36079A1SW,0
BALD_CREEK-NE,2.4,HOBBSVILLE-CE,36076C5CE,0
BALD_CREEK-NW,32.0,HOBBSVILLE-CW,36076C5CW,0
BALD_CREEK-SE,50.0,HOBBSVILLE-NE,36076C5NE,1
HOBBSVILLE-SE,1.2,HOBBSVILLE-SE,36076C5SE,1
HOBBSVILLE-SW,0.0,HOBBSVILLE-SW,36076C5SW,0
HOBGOOD-CE,0.0,HOBGOOD-CE,36077A4CE,0
