block,total_hr,ID_NCBA_BLOCK,ID_BLOCK_CODE,PRIORITY_BLOCK
SHILOH-CE,0.9,SHILOH-CE,36076C1CE,0
SHILOH-CW,0.4,SHILOH-CW,36076C1CW,0
SHILOH-NW,1.7,SHILOH-NW,36076C1NW,0
SHILOH-SE,349.2,SHILOH-SE,36076C1SE,1
SHILOH-SW,1.9,SHILOH-SW,36076C1SW,0
SHINGLE_HOLLOW-CE,0.7,SHINGLE_HOLLOW-CE,35082D1CE,0
SHINGLE_HOLLOW-CW,5.3,SHINGLE_HOLLOW-CW,35082D1CW,0
SHINGLE_HOLLOW-NE,0.2,SHINGLE_HOLLOW-NE,35082D1NE,0
SHINGLE_HOLLOW-SE,2.1,SHINGLE_HOLLOW-SE,35082D1SE,1
SHINGLE_HOLLOW-SW,1.1,SHINGLE_HOLLOW-SW,35082D1SW,0
SHINING_ROCK-CE,15.0,SHINING_ROCK-CE,35082C7CE,0
SHINING_ROCK-CW,33.3,SHINING_ROCK-CW,35082C7CW,0
SHINING_ROCK-NE,123.4,SHINING_ROCK-NE,35082C7NE,0
SHINING_ROCK-NW,11.2,SHINING_ROCK-NW,35082C7NW,0
SHINING_ROCK-SE,55.6,SHINING_ROCK-SE,35082C7SE,1
SHINING_ROCK-SW,35.0,SHINING_ROCK-SW,35082C7SW,0
SHOOTING_CREEK-SE,0.9,SHOOTING_CREEK-SE,35083A6SE,1
SHOOTING_CREEK-SW,0.0,SHOOTING_CREEK-SW,35083A6SW,0
SILER_CITY_NE-CE,0.1,SILER_CITY_NE-CE,35079F3CE,0
SILER_CITY_NE-CW,1.0,SILER_CITY_NE-CW,35079F3CW,0
SILER_CITY_NE-NE,4.1,SILER_CITY_NE-NE,35079F3NE,0
SILER_CITY_NE-NW,0.3,SILER_CITY_NE-NW,35079F3NW,0
SILER_CITY_NE-SE,0.1,SILER_CITY_NE-SE,35079F3SE,1
SILER_CITY_NE-SW,2.1,SILER_CITY_NE-SW,35079F3SW,0
SILER_CITY-CE,1.9,SILER_CITY-CE,35079F4CE,0
SILER_CITY-CW,0.0,SILER_CITY-CW,35079F4CW,0
SILER_CITY-NE,0.0,SILER_CITY-NE,35079F4NE,0
SILER_CITY-NW,0.5,SILER_CITY-NW,35079F4NW,0
SILER_CITY-SE,3.0,SILER_CITY-SE,35079F4SE,1
SILER_CITY-SW,1.0,SILER_CITY-SW,35079F4SW,0
SILERS_BALD-CE,1.2,SILERS_BALD-CE,35083E5CE,0
SILERS_BALD-CW,0.0,SILERS_BALD-CW,35083E5CW,0
SILERS_BALD-SE,0.6,SILERS_BALD-SE,35083E5SE,1
SILK_HOPE-CE,7.6,SILK_HOPE-CE,35079G3CE,0
SILK_HOPE-CW,0.2,SILK_HOPE-CW,35079G3CW,0
SILK_HOPE-NE,6.3,SILK_HOPE-NE,35079G3NE,0
SILK_HOPE-NW,9.9,SILK_HOPE-NW,35079G3NW,0
SILK_HOPE-SE,2.1,SILK_HOPE-SE,35079G3SE,1
SILK_HOPE-SW,6.2,SILK_HOPE-SW,35079G3SW,0
SILOAM-CE,0.3,SILOAM-CE,36080C5CE,0
SILOAM-NE,4.1,SILOAM-NE,36080C5NE,0
SILOAM-NW,4.0,SILOAM-NW,36080C5NW,0
SILOAM-SE,36.3,SILOAM-SE,36080C5SE,1
SILOAM-SW,0.0,SILOAM-SW,36080C5SW,0
SILVER_HILL-CE,0.6,SILVER_HILL-CE,34079H4CE,0
SILVER_HILL-NW,0.7,SILVER_HILL-NW,34079H4NW,0
SILVER_HILL-SE,2.1,SILVER_HILL-SE,34079H4SE,1
SILVER_HILL-SW,91.1,SILVER_HILL-SW,34079H4SW,0
SINGLETARY_LAKE-CW,5.6,SINGLETARY_LAKE-CW,34078E4CW,0
SINGLETARY_LAKE-NW,0.2,SINGLETARY_LAKE-NW,34078E4NW,0
SINGLETARY_LAKE-SE,2.0,SINGLETARY_LAKE-SE,34078E4SE,1
SINGLETARY_LAKE-SW,1.8,SINGLETARY_LAKE-SW,34078E4SW,0
SKIPPERS-CW,0.0,SKIPPERS-CW,o36077E5CW,0
SKIPPERS-SE,0.0,SKIPPERS-SE,36077E5SE,1
SKIPPERS-SW,1.7,SKIPPERS-SW,36077E5SW,0
SKYLAND-CE,49.0,SKYLAND-CE,35082D5CE,0
SKYLAND-CW,7.4,SKYLAND-CW,35082D5CW,0
SKYLAND-NE,304.5,SKYLAND-NE,35082D5NE,0
SKYLAND-NW,235.5,SKYLAND-NW,35082D5NW,0
SKYLAND-SE,421.2,SKYLAND-SE,35082D5SE,1
SKYLAND-SW,13.6,SKYLAND-SW,35082D5SW,0
SLOCOMB-CE,0.0,SLOCOMB-CE,35078B7CE,0
SLOCOMB-CW,0.2,SLOCOMB-CW,35078B7CW,0
SLOCOMB-NW,25.9,SLOCOMB-NW,35078B7NW,0
SLOCOMB-SE,9.8,SLOCOMB-SE,35078B7SE,1
SLOCOMB-SW,4.7,SLOCOMB-SW,35078B7SW,0
SMOKEMONT-CE,30.3,SMOKEMONT-CE,35083E3CE,0
SMOKEMONT-CW,19.1,SMOKEMONT-CW,35083E3CW,0
SMOKEMONT-NE,0.0,SMOKEMONT-NE,35083E3NE,0
SMOKEMONT-NW,8.5,SMOKEMONT-NW,35083E3NW,0
SMOKEMONT-SE,52.3,SMOKEMONT-SE,35083E3SE,1
SMOKEMONT-SW,2.2,SMOKEMONT-SW,35083E3SW,0
SNEADS_FERRY-CE,30.3,SNEADS_FERRY-CE,34077E4CE,0
SNEADS_FERRY-CW,9.7,SNEADS_FERRY-CW,34077E4CW,0
SNEADS_FERRY-NE,0.0,SNEADS_FERRY-NE,34077E4NE,0
SNEADS_FERRY-NW,1.7,SNEADS_FERRY-NW,34077E4NW,0
SNEADS_FERRY-SE,48.6,SNEADS_FERRY-SE,34077E4SE,1
SNEADS_FERRY-SW,0.5,SNEADS_FERRY-SW,34077E4SW,0
SNOW_CAMP-CE,9.7,SNOW_CAMP-CE,35079H4CE,0
SNOW_CAMP-NE,3.8,SNOW_CAMP-NE,35079H4NE,0
SNOW_CAMP-NW,5.0,SNOW_CAMP-NW,35079H4NW,0
SNOW_CAMP-SE,1.1,SNOW_CAMP-SE,35079H4SE,1
SNOW_CAMP-SW,3.3,SNOW_CAMP-SW,35079H4SW,0
SNOW_HILL-CE,4.1,SNOW_HILL-CE,35077D6CE,0
SNOW_HILL-CW,0.6,SNOW_HILL-CW,35077D6CW,0
SNOW_HILL-NE,0.4,SNOW_HILL-NE,35077D6NE,0
SNOW_HILL-NW,0.1,SNOW_HILL-NW,35077D6NW,0
SNOW_HILL-SE,0.3,SNOW_HILL-SE,35077D6SE,1
SNOW_HILL-SW,0.0,SNOW_HILL-SW,35077D6SW,0
SOUTH_CREEK-CE,1.9,SOUTH_CREEK-CE,35076C6CE,0
SOUTH_CREEK-CW,1.2,SOUTH_CREEK-CW,35076C6CW,0
SOUTH_CREEK-NE,0.1,SOUTH_CREEK-NE,35076C6NE,0
SOUTH_CREEK-NW,2.6,SOUTH_CREEK-NW,35076C6NW,0
SOUTH_CREEK-SE,5.2,SOUTH_CREEK-SE,35076C6SE,1
SOUTH_HILL_SE-CE,0.0,SOUTH_HILL_SE-CE,o36078E1CE,0
SOUTH_HILL_SE-SE,27.2,SOUTH_HILL_SE-SE,36078E1SE,1
SOUTH_HILL_SE-SW,0.0,SOUTH_HILL_SE-SW,36078E1SW,0
SOUTH_MILLS-CE,1.2,SOUTH_MILLS-CE,36076D3CE,0
SOUTH_MILLS-CW,4.8,SOUTH_MILLS-CW,36076D3CW,0
SOUTH_MILLS-NE,0.0,SOUTH_MILLS-NE,36076D3NE,0
SOUTH_MILLS-NW,0.4,SOUTH_MILLS-NW,36076D3NW,0
SOUTH_MILLS-SE,0.4,SOUTH_MILLS-SE,36076D3SE,1
SOUTH_MILLS-SW,0.3,SOUTH_MILLS-SW,36076D3SW,0
SOUTH_RIVER-CE,0.1,SOUTH_RIVER-CE,34076H5CE,0
SOUTHEAST_DURHAM-CE,113.0,SOUTHEAST_DURHAM-CE,35078H7CE,0
SOUTHEAST_DURHAM-CW,29.4,SOUTHEAST_DURHAM-CW,35078H7CW,0
SOUTHEAST_DURHAM-NE,4.5,SOUTHEAST_DURHAM-NE,35078H7NE,0
SOUTHEAST_DURHAM-NW,17.8,SOUTHEAST_DURHAM-NW,35078H7NW,0
SOUTHEAST_DURHAM-SE,91.2,SOUTHEAST_DURHAM-SE,35078H7SE,1
SOUTHEAST_DURHAM-SW,25.1,SOUTHEAST_DURHAM-SW,35078H7SW,0
SOUTHEAST_EDEN-CE,3.0,SOUTHEAST_EDEN-CE,36079D6CE,0
SOUTHEAST_EDEN-CW,0.3,SOUTHEAST_EDEN-CW,36079D6CW,0
SOUTHEAST_EDEN-NE,0.4,SOUTHEAST_EDEN-NE,36079D6NE,0
SOUTHEAST_EDEN-NW,39.8,SOUTHEAST_EDEN-NW,36079D6NW,0
SOUTHEAST_EDEN-SE,0.3,SOUTHEAST_EDEN-SE,36079D6SE,1
SOUTHEAST_EDEN-SW,27.2,SOUTHEAST_EDEN-SW,36079D6SW,0
BETHLEHEM-NW,0.1,SOUTHEAST_GOLDSBORO-CE,35077C8CE,0
BETHLEHEM-SE,4.9,SOUTHEAST_GOLDSBORO-CW,35077C8CW,1
SOUTHEAST_GOLDSBORO-NE,0.0,SOUTHEAST_GOLDSBORO-NE,35077C8NE,0
SOUTHEAST_GOLDSBORO-NW,24.3,SOUTHEAST_GOLDSBORO-NW,35077C8NW,0
SOUTHEAST_GOLDSBORO-SE,2.4,SOUTHEAST_GOLDSBORO-SE,35077C8SE,1
SOUTHEAST_GOLDSBORO-SW,1.3,SOUTHEAST_GOLDSBORO-SW,35077C8SW,0
SOUTHEAST_LUMBERTON-CE,5.5,SOUTHEAST_LUMBERTON-CE,34078E8CE,0
BETHLEHEM-SW,84.4,SOUTHEAST_LUMBERTON-NE,34078E8NE,0
SOUTHEAST_LUMBERTON-SE,10.2,SOUTHEAST_LUMBERTON-SE,34078E8SE,1
SOUTHEAST_LUMBERTON-SW,0.8,SOUTHEAST_LUMBERTON-SW,34078E8SW,0
SOUTHERN_PINES-CE,91.8,SOUTHERN_PINES-CE,35079B4CE,0
SOUTHERN_PINES-CW,116.5,SOUTHERN_PINES-CW,35079B4CW,0
SOUTHERN_PINES-NE,121.5,SOUTHERN_PINES-NE,35079B4NE,0
SOUTHERN_PINES-NW,3.1,SOUTHERN_PINES-NW,35079B4NW,0
SOUTHERN_PINES-SE,52.8,SOUTHERN_PINES-SE,35079B4SE,1
SOUTHERN_PINES-SW,18.1,SOUTHERN_PINES-SW,35079B4SW,0
SOUTHMONT-CE,0.0,SOUTHMONT-CE,35080F3CE,0
SOUTHMONT-CW,0.0,SOUTHMONT-CW,35080F3CW,0
BEULAVILLE-CE,0.3,SOUTHMONT-NE,35080F3NE,0
SOUTHMONT-NW,0.1,SOUTHMONT-NW,35080F3NW,0
SOUTHMONT-SE,2.7,SOUTHMONT-SE,35080F3SE,1
SOUTHMONT-SW,54.4,SOUTHMONT-SW,35080F3SW,0
SOUTHPORT-CE,86.9,SOUTHPORT-CE,33078H1CE,0
SOUTHPORT-CW,5.6,SOUTHPORT-CW,33078H1CW,0
SOUTHPORT-NE,0.2,SOUTHPORT-NE,33078H1NE,0
BEULAVILLE-CW,0.0,SOUTHPORT-NW,33078H1NW,0
SOUTHPORT-SE,25.6,SOUTHPORT-SE,33078H1SE,1
SOUTHPORT-SW,69.7,SOUTHPORT-SW,33078H1SW,0
SOUTHWEST_DURHAM-CE,154.8,SOUTHWEST_DURHAM-CE,35078H8CE,0
SOUTHWEST_DURHAM-CW,282.0,SOUTHWEST_DURHAM-CW,35078H8CW,0
SOUTHWEST_DURHAM-NE,102.6,SOUTHWEST_DURHAM-NE,35078H8NE,0
SOUTHWEST_DURHAM-NW,1098.7,SOUTHWEST_DURHAM-NW,35078H8NW,0
SOUTHWEST_DURHAM-SE,111.1,SOUTHWEST_DURHAM-SE,35078H8SE,1
SOUTHWEST_DURHAM-SW,194.7,SOUTHWEST_DURHAM-SW,35078H8SW,0
SOUTHWEST_EDEN-CE,119.1,SOUTHWEST_EDEN-CE,36079D7CE,0
SOUTHWEST_EDEN-CW,4.8,SOUTHWEST_EDEN-CW,36079D7CW,0
SOUTHWEST_EDEN-NE,26.3,SOUTHWEST_EDEN-NE,36079D7NE,0
SOUTHWEST_EDEN-NW,0.6,SOUTHWEST_EDEN-NW,36079D7NW,0
SOUTHWEST_EDEN-SE,0.3,SOUTHWEST_EDEN-SE,36079D7SE,1
SOUTHWEST_EDEN-SW,2.7,SOUTHWEST_EDEN-SW,36079D7SW,0
SOUTHWEST_GOLDSBORO-CE,0.9,SOUTHWEST_GOLDSBORO-CE,35078C1CE,0
SOUTHWEST_GOLDSBORO-NE,5.5,SOUTHWEST_GOLDSBORO-NE,35078C1NE,0
BEULAVILLE-NE,0.6,SOUTHWEST_GOLDSBORO-NW,35078C1NW,0
SOUTHWEST_GOLDSBORO-SE,0.0,SOUTHWEST_GOLDSBORO-SE,35078C1SE,1
SOUTHWEST_GOLDSBORO-SW,0.0,SOUTHWEST_GOLDSBORO-SW,35078C1SW,0
SOUTHWEST_LUMBERTON-CE,0.6,SOUTHWEST_LUMBERTON-CE,34079E1CE,0
SOUTHWEST_LUMBERTON-NE,1.5,SOUTHWEST_LUMBERTON-NE,34079E1NE,0
SOUTHWEST_LUMBERTON-NW,0.9,SOUTHWEST_LUMBERTON-NW,34079E1NW,0
SOUTHWEST_LUMBERTON-SE,0.0,SOUTHWEST_LUMBERTON-SE,34079E1SE,1
SOUTHWEST_LUMBERTON-SW,0.2,SOUTHWEST_LUMBERTON-SW,34079E1SW,0
SPARTA_EAST-CE,20.3,SPARTA_EAST-CE,o36081E1CE,0
SPARTA_EAST-CW,4.8,SPARTA_EAST-CW,o36081E1CW,0
SPARTA_EAST-SE,45.0,SPARTA_EAST-SE,36081E1SE,1
SPARTA_EAST-SW,9.3,SPARTA_EAST-SW,36081E1SW,0
SPARTA_WEST-CE,3.0,SPARTA_WEST-CE,o36081E2CE,0
BEULAVILLE-NW,0.0,SPARTA_WEST-CW,o36081E2CW,0
SPARTA_WEST-SE,32.7,SPARTA_WEST-SE,36081E2SE,1
SPARTA_WEST-SW,3.4,SPARTA_WEST-SW,36081E2SW,0
SPEED-CW,0.3,SPEED-CW,35077H4CW,0
BEULAVILLE-SE,0.0,SPEED-SE,35077H4SE,
SPEED-SW,1.0,SPEED-SW,35077H4SW,0
SPENCER-SE,52.2,SPENCER-SE,36080E1SE,1
SPENCER-SW,0.0,SPENCER-SW,36080E1SW,0
SPICER_BAY-CW,2.2,SPICER_BAY-CW,34077D4CW,0
SPICER_BAY-NE,34.9,SPICER_BAY-NE,34077D4NE,0
SPICER_BAY-NW,53.1,SPICER_BAY-NW,34077D4NW,1
SPIES-NE,0.2,SPIES-NE,35079D6NE,0
SPRING_CREEK-CE,84.4,SPRING_CREEK-CE,35082G7CE,0
SPRING_CREEK-CW,3.5,SPRING_CREEK-CW,35082G7CW,0
SPRING_CREEK-NE,22.0,SPRING_CREEK-NE,35082G7NE,0
SPRING_CREEK-NW,1.0,SPRING_CREEK-NW,35082G7NW,0
SPRING_CREEK-SE,2.4,SPRING_CREEK-SE,35082G7SE,1
SPRING_CREEK-SW,1.1,SPRING_CREEK-SW,35082G7SW,0
SPRING_HOPE-CE,0.0,SPRING_HOPE-CE,35078H1CE,0
SPRING_HOPE-CW,0.2,SPRING_HOPE-CW,35078H1CW,0
SPRING_HOPE-NE,0.1,SPRING_HOPE-NE,35078H1NE,0
SPRING_HOPE-NW,0.0,SPRING_HOPE-NW,35078H1NW,0
BIG_JUNCTION-CE,0.0,SPRUCE_PINE-CE,35082H1CE,0
SPRUCE_PINE-CW,9.5,SPRUCE_PINE-CW,35082H1CW,0
SPRUCE_PINE-NE,5.2,SPRUCE_PINE-NE,35082H1NE,0
SPRUCE_PINE-SE,21.4,SPRUCE_PINE-SE,35082H1SE,1
SPRUCE_PINE-SW,10.3,SPRUCE_PINE-SW,35082H1SW,0
STAG_PARK-CE,0.3,STAG_PARK-CE,34077E7CE,0
STAG_PARK-CW,8.3,STAG_PARK-CW,34077E7CW,0
STAG_PARK-NE,2.8,STAG_PARK-NE,34077E7NE,0
STAG_PARK-NW,2.4,STAG_PARK-NW,34077E7NW,0
STAG_PARK-SE,0.4,STAG_PARK-SE,34077E7SE,1
STAG_PARK-SW,2.2,STAG_PARK-SW,34077E7SW,0
STANCILS_CHAPEL-CE,52.3,STANCILS_CHAPEL-CE,35078F2CE,0
STANCILS_CHAPEL-NE,15.4,STANCILS_CHAPEL-NE,35078F2NE,0
STANCILS_CHAPEL-NW,0.7,STANCILS_CHAPEL-NW,35078F2NW,0
STANCILS_CHAPEL-SW,0.0,STANCILS_CHAPEL-SW,35078F2SW,0
STANDINGSTONE_MOUNTAIN-CE,0.0,STANDINGSTONE_MOUNTAIN-CE,35082B5CE,0
STANDINGSTONE_MOUNTAIN-CW,75.4,STANDINGSTONE_MOUNTAIN-CW,35082B5CW,1
STANDINGSTONE_MOUNTAIN-NE,4.2,STANDINGSTONE_MOUNTAIN-NE,35082B5NE,0
STANDINGSTONE_MOUNTAIN-NW,53.7,STANDINGSTONE_MOUNTAIN-NW,35082B5NW,0
STANDINGSTONE_MOUNTAIN-SW,4.7,STANDINGSTONE_MOUNTAIN-SW,35082B5SW,0
STANFIELD-CW,0.0,STANFIELD-CW,35080B4CW,0
STANFIELD-NE,0.0,STANFIELD-NE,35080B4NE,0
STANFIELD-NW,30.6,STANFIELD-NW,35080B4NW,0
STANFIELD-SE,2.5,STANFIELD-SE,35080B4SE,1
STANFIELD-SW,0.8,STANFIELD-SW,35080B4SW,0
STANTONSBURG-CE,7.0,STANTONSBURG-CE,35077E7CE,0
STANTONSBURG-CW,4.0,STANTONSBURG-CW,35077E7CW,0
STANTONSBURG-NE,3.0,STANTONSBURG-NE,35077E7NE,0
STANTONSBURG-SE,9.1,STANTONSBURG-SE,35077E7SE,1
STAR-CW,1.4,STAR-CW,35079D7CW,0
STAR-NE,0.0,STAR-NE,35079D7NE,0
BIG_JUNCTION-NE,4.2,STAR-NW,35079D7NW,0
STAR-SW,1.9,STAR-SW,35079D7SW,0
STATESVILLE_EAST-CE,2.5,STATESVILLE_EAST-CE,35080G7CE,0
STATESVILLE_EAST-CW,11.5,STATESVILLE_EAST-CW,35080G7CW,0
STATESVILLE_EAST-NE,0.6,STATESVILLE_EAST-NE,35080G7NE,0
STATESVILLE_EAST-NW,4.9,STATESVILLE_EAST-NW,35080G7NW,0
STATESVILLE_EAST-SE,11.0,STATESVILLE_EAST-SE,35080G7SE,1
STATESVILLE_EAST-SW,3.5,STATESVILLE_EAST-SW,35080G7SW,0
STATESVILLE_WEST-CE,6.4,STATESVILLE_WEST-CE,35080G8CE,0
STATESVILLE_WEST-CW,0.0,STATESVILLE_WEST-CW,35080G8CW,0
STATESVILLE_WEST-NE,3.4,STATESVILLE_WEST-NE,35080G8NE,0
STATESVILLE_WEST-NW,0.0,STATESVILLE_WEST-NW,35080G8NW,0
STATESVILLE_WEST-SE,0.0,STATESVILLE_WEST-SE,35080G8SE,1
STATESVILLE_WEST-SW,0.1,STATESVILLE_WEST-SW,35080G8SW,0
BIG_RIDGE-CE,58.0,STEDMAN-NE,35078A6NE,0
STEDMAN-NW,0.0,STEDMAN-NW,35078A6NW,0
STEDMAN-SW,0.0,STEDMAN-SW,35078A6SW,0
STELLA-CE,5.5,STELLA-CE,34077G2CE,0
STELLA-CW,1.3,STELLA-CW,34077G2CW,0
BIG_RIDGE-CW,13.8,STELLA-NE,34077G2NE,0
STELLA-NW,3.0,STELLA-NW,34077G2NW,0
STELLA-SE,8.9,STELLA-SE,34077G2SE,1
STELLA-SW,0.0,STELLA-SW,34077G2SW,0
STEM-CE,0.0,STEM-CE,36078B6CE,0
STEM-CW,48.3,STEM-CW,36078B6CW,0
STEM-NE,1.1,STEM-NE,36078B6NE,0
STEM-NW,0.0,STEM-NW,36078B6NW,0
STEM-SE,15.3,STEM-SE,36078B6SE,1
STEM-SW,14.3,STEM-SW,36078B6SW,0
STEVENSON_POINT-NW,2.1,STEVENSON_POINT-NW,36076A2NW,1
STONY_POINT-CE,0.6,STONY_POINT-CE,35081G1CE,0
STONY_POINT-NE,0.0,STONY_POINT-NE,35081G1NE,0
STONY_POINT-NW,5.1,STONY_POINT-NW,35081G1NW,0
STONY_POINT-SE,1.5,STONY_POINT-SE,35081G1SE,1
STONY_POINT-SW,31.2,STONY_POINT-SW,35081G1SW,0
STOVALL-CW,0.0,STOVALL-CW,36078D5CW,0
STOVALL-NE,0.0,STOVALL-NE,36078D5NE,0
BIG_RIDGE-NW,0.0,STOVALL-SW,36078D5SW,0
STUART_SE-SE,0.1,STUART_SE-SE,36080E3SE,1
STUART_SE-SW,0.4,STUART_SE-SW,36080E3SW,0
STUMPY_POINT-CW,0.5,STUMPY_POINT-CW,35075F6CW,1
STYRON_BAY-CW,1.2,STYRON_BAY-CW,34076G3CW,1
STYRON_BAY-NW,8.5,STYRON_BAY-NW,34076G3NW,0
SUGAR_HILL-CE,8.1,SUGAR_HILL-CE,35082E1CE,0
SUGAR_HILL-CW,0.0,SUGAR_HILL-CW,35082E1CW,0
SUGAR_HILL-NE,0.4,SUGAR_HILL-NE,35082E1NE,0
SUGAR_HILL-NW,0.0,SUGAR_HILL-NW,35082E1NW,0
SUGAR_HILL-SE,3.1,SUGAR_HILL-SE,35082E1SE,1
SUGAR_HILL-SW,0.0,SUGAR_HILL-SW,35082E1SW,0
SUMMERFIELD-CE,39.6,SUMMERFIELD-CE,36079B8CE,0
SUMMERFIELD-CW,2.1,SUMMERFIELD-CW,36079B8CW,0
SUMMERFIELD-NE,0.0,SUMMERFIELD-NE,36079B8NE,0
SUMMERFIELD-NW,0.0,SUMMERFIELD-NW,36079B8NW,0
SUMMERFIELD-SE,20.6,SUMMERFIELD-SE,36079B8SE,1
SUMMERFIELD-SW,34.5,SUMMERFIELD-SW,36079B8SW,0
SUMMERLINS_CROSSROADS-CW,0.5,SUMMERLINS_CROSSROADS-CW,35077A8CW,0
SUMMERLINS_CROSSROADS-NW,0.0,SUMMERLINS_CROSSROADS-NW,35077A8NW,0
SUMMERLINS_CROSSROADS-SE,0.3,SUMMERLINS_CROSSROADS-SE,35077A8SE,1
SUNBEAM-SE,0.0,SUNBEAM-SE,36077E1SE,1
SUNBURY-CE,2.8,SUNBURY-CE,36076D5CE,0
SUNBURY-CW,0.8,SUNBURY-CW,36076D5CW,0
SUNBURY-NW,0.1,SUNBURY-NW,36076D5NW,0
SUNBURY-SE,0.1,SUNBURY-SE,36076D5SE,1
SUNBURY-SW,0.2,SUNBURY-SW,36076D5SW,0
SUNSHINE-CE,0.0,SUNSHINE-CE,35081D7CE,0
SUNSHINE-CW,0.0,SUNSHINE-CW,35081D7CW,0
SUNSHINE-NE,0.0,SUNSHINE-NE,35081D7NE,0
SUNSHINE-NW,2.0,SUNSHINE-NW,35081D7NW,0
SUNSHINE-SE,0.0,SUNSHINE-SE,35081D7SE,1
SUPPLY-CE,1.0,SUPPLY-CE,34078A3CE,0
SUPPLY-CW,0.1,SUPPLY-CW,34078A3CW,0
SUPPLY-NE,70.6,SUPPLY-NE,34078A3NE,0
SUPPLY-NW,4.2,SUPPLY-NW,34078A3NW,0
SUPPLY-SE,0.2,SUPPLY-SE,34078A3SE,1
SUPPLY-SW,0.3,SUPPLY-SW,34078A3SW,0
SWANQUARTER-CE,134.1,SWANQUARTER-CE,35076D3CE,0
SWANQUARTER-CW,3.7,SWANQUARTER-CW,35076D3CW,0
SWANQUARTER-NE,13.3,SWANQUARTER-NE,35076D3NE,0
SWANQUARTER-NW,5.5,SWANQUARTER-NW,35076D3NW,0
SWANQUARTER-SE,0.2,SWANQUARTER-SE,35076D3SE,1
SWANQUARTER-SW,2.4,SWANQUARTER-SW,35076D3SW,0
SWANSBORO-CE,19.7,SWANSBORO-CE,34077F1CE,0
SWANSBORO-CW,59.4,SWANSBORO-CW,34077F1CW,0
SWANSBORO-NE,30.5,SWANSBORO-NE,34077F1NE,0
SWANSBORO-NW,0.3,SWANSBORO-NW,34077F1NW,0
SWANSBORO-SE,66.9,SWANSBORO-SE,34077F1SE,1
SWANSBORO-SW,266.5,SWANSBORO-SW,34077F1SW,0
SYLVA_NORTH-CE,0.0,SYLVA_NORTH-CE,35083D2CE,0
SYLVA_NORTH-CW,10.3,SYLVA_NORTH-CW,35083D2CW,0
SYLVA_NORTH-NE,38.3,SYLVA_NORTH-NE,35083D2NE,0
SYLVA_NORTH-NW,0.9,SYLVA_NORTH-NW,35083D2NW,0
SYLVA_NORTH-SE,13.6,SYLVA_NORTH-SE,35083D2SE,1
SYLVA_NORTH-SW,8.7,SYLVA_NORTH-SW,35083D2SW,0
SYLVA_SOUTH-CE,68.1,SYLVA_SOUTH-CE,35083C2CE,0
SYLVA_SOUTH-CW,20.8,SYLVA_SOUTH-CW,35083C2CW,0
SYLVA_SOUTH-NW,181.2,SYLVA_SOUTH-NW,35083C2NW,0
SYLVA_SOUTH-SE,14.9,SYLVA_SOUTH-SE,35083C2SE,1
SYLVA_SOUTH-SW,0.3,SYLVA_SOUTH-SW,35083C2SW,0
TABLE_ROCK-NW,3.3,TABLE_ROCK-NW,35082A6NW,0
TABOR_CITY_EAST-CW,0.0,TABOR_CITY_EAST-CW,34078B7CW,0
TABOR_CITY_EAST-NW,0.0,TABOR_CITY_EAST-NW,34078B7NW,0
TABOR_CITY_EAST-SE,0.9,TABOR_CITY_EAST-SE,34078B7SE,1
TABOR_CITY_EAST-SW,0.8,TABOR_CITY_EAST-SW,34078B7SW,0
TABOR_CITY_WEST-NW,0.0,TABOR_CITY_WEST-NW,34078B8NW,0
TAPOCO-CE,1.0,TAPOCO-CE,35083D8CE,0
TAPOCO-CW,11.3,TAPOCO-CW,35083D8CW,0
TAPOCO-NE,0.0,TAPOCO-NE,35083D8NE,0
TAPOCO-SE,2.6,TAPOCO-SE,35083D8SE,1
BIG_RIDGE-SE,30.8,TAPOCO-SW,35083D8SW,1
TAR_HEEL-CE,0.0,TAR_HEEL-CE,34078F7CE,0
TAR_HEEL-NE,8.9,TAR_HEEL-NE,34078F7NE,0
TAR_HEEL-SE,1.2,TAR_HEEL-SE,34078F7SE,1
BIG_RIDGE-SW,4.5,TAR_HEEL-SW,34078F7SW,0
TARBORO-CE,2.9,TARBORO-CE,35077H5CE,0
TARBORO-CW,40.3,TARBORO-CW,35077H5CW,0
TARBORO-NW,0.0,TARBORO-NW,35077H5NW,0
TARBORO-SE,38.8,TARBORO-SE,35077H5SE,1
TARBORO-SW,3.0,TARBORO-SW,35077H5SW,0
TAYLORSVILLE-CE,0.9,TAYLORSVILLE-CE,35081H2CE,0
TAYLORSVILLE-CW,0.0,TAYLORSVILLE-CW,35081H2CW,0
TAYLORSVILLE-NE,4.9,TAYLORSVILLE-NE,35081H2NE,0
TAYLORSVILLE-NW,0.0,TAYLORSVILLE-NW,35081H2NW,0
TAYLORSVILLE-SE,1.6,TAYLORSVILLE-SE,35081H2SE,1
TAYLORSVILLE-SW,0.5,TAYLORSVILLE-SW,35081H2SW,0
THELMA-NE,1.3,THELMA-NE,36077D7NE,0
THELMA-NW,2.8,THELMA-NW,36077D7NW,0
THUNDERHEAD_MOUNTAIN-CW,0.0,THUNDERHEAD_MOUNTAIN-CW,35083E6CW,0
THURMOND-CE,0.0,THURMOND-CE,36080C8CE,0
BISCOE-CE,0.0,THURMOND-CW,36080C8CW,0
THURMOND-NE,0.0,THURMOND-NE,36080C8NE,0
THURMOND-NW,6.8,THURMOND-NW,36080C8NW,0
